time	V(1)	V(2)	V(3)	V(4)	V(5)	V(6)	V(7)	V(8)
3.159221352938705e-001	9.999844e-001	9.999688e-001	9.994378e-001	2.233597e-009	9.992506e-001	3.848342e-009	9.985023e-001	9.970090e-001
3.159242809095205e-001	9.999844e-001	9.999688e-001	9.994378e-001	2.233482e-009	9.992506e-001	3.848334e-009	9.985023e-001	9.970090e-001
3.159283317638859e-001	9.999844e-001	9.999688e-001	9.994378e-001	2.233434e-009	9.992506e-001	3.848329e-009	9.985023e-001	9.970090e-001
3.159401484279063e-001	9.999844e-001	9.999688e-001	9.994378e-001	2.233448e-009	9.992506e-001	3.848328e-009	9.985023e-001	9.970090e-001
3.159519650919268e-001	9.999844e-001	9.999688e-001	9.994378e-001	2.233457e-009	9.992506e-001	3.848328e-009	9.985023e-001	9.970090e-001
3.159637817559473e-001	9.999844e-001	9.999688e-001	9.994378e-001	2.233461e-009	9.992506e-001	3.848328e-009	9.985023e-001	9.970090e-001
3.159755984199677e-001	9.999844e-001	9.999688e-001	9.994378e-001	2.233461e-009	9.992506e-001	3.848328e-009	9.985023e-001	9.970090e-001
3.159874150839881e-001	9.999844e-001	9.999688e-001	9.994378e-001	2.233456e-009	9.992506e-001	3.848328e-009	9.985023e-001	9.970090e-001
3.159992317480087e-001	9.999844e-001	9.999688e-001	9.994378e-001	2.233446e-009	9.992506e-001	3.848328e-009	9.985023e-001	9.970090e-001
3.160110484120291e-001	9.999844e-001	9.999688e-001	9.994378e-001	2.233432e-009	9.992506e-001	3.848328e-009	9.985023e-001	9.970090e-001
3.160650000000000e-001	9.999844e-001	9.999688e-001	9.994378e-001	2.233469e-009	9.992506e-001	3.848328e-009	9.985023e-001	9.970090e-001
3.160659501287689e-001	9.999844e-001	9.999688e-001	9.994378e-001	2.233457e-009	9.992506e-001	3.848328e-009	9.985023e-001	9.970090e-001
3.160800000000000e-001	9.999844e-001	9.999688e-001	9.994378e-001	2.233452e-009	9.992506e-001	3.848328e-009	9.985023e-001	9.970090e-001
3.163328571428571e-001	9.999844e-001	9.999688e-001	9.994378e-001	2.233453e-009	9.992506e-001	3.848328e-009	9.985023e-001	9.970090e-001
